Ідентифікатор,Звітна дата,Код ЄДРПОУ,Форма звітності,1000,1001,1002,1005,1010,1011,1012,1015,1020,1030,1035,1040,1045,1050,1060,1065,1090,1095,1100,1101,1102,1103,1104,1110,1115,1120,1125,1130,1135,1136,1140,1145,1155,1160,1165,1166,1167,1170,1180,1190,1195,1200,1300,1400,1405,1410,1415,1420,1425,1430,1435,1495,1500,1505,1510,1515,1520,1525,1530,1535,1540,1545,1595м,1595,1600,1605,1610,1615,1620,1621,1625,1630,1635,1640,1645,1650,1660,1665,1670,1690,1695,1700,1800,1900,2000,2010,2011,2012,2013,2014,2050,2070,2090,2095,2105,2110,2111,2112,2120,2121,2122,2130,2150,2160,2165,2180,2190,2195,2200,2220,2240,2250,2255,2270,2275,2280,2285,2290,2295,2300,2305,2310,2350,2355,2400,2405,2410,2415,2445,2450,2455,2460,2465,2500,2505,2510,2515,2520,2550,2600,2605,2610,2615,2650,Середня чисельність працівників,Клас КВЕД2010,Секція КВЕД2010,Користувач,Версія 0.10.005,Дата та час збереження інформації
GROUP_BKZ,2026-01-01,GROUP_BKZ,Ф1/Ф2,1530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1271.81,0.0,0.0,0.0,0.0,101.74,0.0,1575.0,94.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.76,0.0,0.0,0.0,0.0,0.0,5865.0,0.0,12750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5355.0,0.0,0.0,1351.35,478.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.37,1137.94,365.99,136.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4970.34,0.0,0.0,12750.0,11250.0,0.0,0.0,0.0,0.0,0.0,7200.0,0.0,4050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0.0,90.0,0.0,292.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,0.0,1968.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,506.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,10.89,C,EWS_ETL,group-financials-1.0,2026-05-18T12:54:13Z
GROUP_CKM,2026-01-01,GROUP_CKM,Ф1/Ф2,1706.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413.12,0.0,0.0,0.0,0.0,113.05,0.0,1750.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563.06,0.0,0.0,0.0,0.0,0.0,6541.2,0.0,14220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5972.4,0.0,0.0,1501.5,531.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.19,1264.38,406.66,151.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5543.39,0.0,0.0,14220.0,12500.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,100.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,0.0,2187.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,562.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,10.89,C,EWS_ETL,group-financials-1.0,2026-05-18T12:54:13Z
GROUP_KROK,2026-01-01,GROUP_KROK,Ф1/Ф2,2200.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1808.8,0.0,0.0,0.0,0.0,144.7,0.0,2240.0,134.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.72,0.0,0.0,0.0,0.0,0.0,8434.56,0.0,18336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7701.12,0.0,0.0,1921.92,680.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,880.88,1618.4,520.52,194.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7147.93,0.0,0.0,18336.0,16000.0,0.0,0.0,0.0,0.0,0.0,10240.0,0.0,5760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2560.0,0.0,0.0,128.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0,0.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0,10.89,C,EWS_ETL,group-financials-1.0,2026-05-18T12:54:13Z
GROUP_UNMAPPED_13429839,2026-01-01,GROUP_UNMAPPED_13429839,Ф1/Ф2,1441.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1201.16,0.0,0.0,0.0,0.0,96.09,0.0,1487.5,89.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.6,0.0,0.0,0.0,0.0,0.0,5526.9,0.0,12015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5046.3,0.0,0.0,1276.27,452.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,584.96,1074.72,345.66,128.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4683.81,0.0,0.0,12015.0,10625.0,0.0,0.0,0.0,0.0,0.0,6800.0,0.0,3825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,0.0,0.0,85.0,0.0,276.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.5,0.0,0.0,1859.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,10.89,C,EWS_ETL,group-financials-1.0,2026-05-18T12:54:13Z
GROUP_UNMAPPED_14291113,2026-01-01,GROUP_UNMAPPED_14291113,Ф1/Ф2,1494.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1243.55,0.0,0.0,0.0,0.0,99.48,0.0,1540.0,92.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.5,0.0,0.0,0.0,0.0,0.0,5729.76,0.0,12456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5231.52,0.0,0.0,1321.32,467.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,605.61,1112.65,357.86,133.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4855.73,0.0,0.0,12456.0,11000.0,0.0,0.0,0.0,0.0,0.0,7040.0,0.0,3960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760.0,0.0,0.0,88.0,0.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,0.0,0.0,1925.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,10.89,C,EWS_ETL,group-financials-1.0,2026-05-18T12:54:13Z
GROUP_UNMAPPED_14325705,2026-01-01,GROUP_UNMAPPED_14325705,Ф1/Ф2,1371.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1144.63,0.0,0.0,0.0,0.0,91.57,0.0,1417.5,85.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.08,0.0,0.0,0.0,0.0,0.0,5256.42,0.0,11427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4799.34,0.0,0.0,1216.21,430.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,557.43,1024.14,329.39,122.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4454.59,0.0,0.0,11427.0,10125.0,0.0,0.0,0.0,0.0,0.0,6480.0,0.0,3645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1620.0,0.0,0.0,81.0,0.0,263.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.5,0.0,0.0,1771.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,10.89,C,EWS_ETL,group-financials-1.0,2026-05-18T12:54:13Z
GROUP_UNMAPPED_20205260,2026-01-01,GROUP_UNMAPPED_20205260,Ф1/Ф2,1812.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1497.91,0.0,0.0,0.0,0.0,119.83,0.0,1855.0,111.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.85,0.0,0.0,0.0,0.0,0.0,6946.92,0.0,15102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6342.84,0.0,0.0,1591.59,563.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.48,1340.24,431.06,160.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5887.22,0.0,0.0,15102.0,13250.0,0.0,0.0,0.0,0.0,0.0,8480.0,0.0,4770.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2120.0,0.0,0.0,106.0,0.0,344.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,0.0,2318.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,10.89,C,EWS_ETL,group-financials-1.0,2026-05-18T12:54:13Z
GROUP_UNMAPPED_20831737,2026-01-01,GROUP_UNMAPPED_20831737,Ф1/Ф2,824.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.56,0.0,0.0,0.0,0.0,56.52,0.0,875.0,52.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.53,0.0,0.0,0.0,0.0,0.0,3160.2,0.0,6870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2885.4,0.0,0.0,750.75,265.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344.09,632.19,203.33,75.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2678.14,0.0,0.0,6870.0,6250.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,50.0,0.0,162.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1093.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,46.90,G,EWS_ETL,group-financials-1.0,2026-05-18T12:54:13Z
GROUP_UNMAPPED_22480087,2026-01-01,GROUP_UNMAPPED_22480087,Ф1/Ф2,1459.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215.29,0.0,0.0,0.0,0.0,97.22,0.0,1505.0,90.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484.23,0.0,0.0,0.0,0.0,0.0,5594.52,0.0,12162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5108.04,0.0,0.0,1291.29,457.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,591.84,1087.36,349.72,130.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4741.12,0.0,0.0,12162.0,10750.0,0.0,0.0,0.0,0.0,0.0,6880.0,0.0,3870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1720.0,0.0,0.0,86.0,0.0,279.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,1881.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,10.89,C,EWS_ETL,group-financials-1.0,2026-05-18T12:54:13Z
