Ідентифікатор,Звітна дата,Код ЄДРПОУ,Форма звітності,1000,1001,1002,1005,1010,1011,1012,1015,1020,1030,1035,1040,1045,1050,1060,1065,1090,1095,1100,1101,1102,1103,1104,1110,1115,1120,1125,1130,1135,1136,1140,1145,1155,1160,1165,1166,1167,1170,1180,1190,1195,1200,1300,1400,1405,1410,1415,1420,1425,1430,1435,1495,1500,1505,1510,1515,1520,1525,1530,1535,1540,1545,1595м,1595,1600,1605,1610,1615,1620,1621,1625,1630,1635,1640,1645,1650,1660,1665,1670,1690,1695,1700,1800,1900,2000,2010,2011,2012,2013,2014,2050,2070,2090,2095,2105,2110,2111,2112,2120,2121,2122,2130,2150,2160,2165,2180,2190,2195,2200,2220,2240,2250,2255,2270,2275,2280,2285,2290,2295,2300,2305,2310,2350,2355,2400,2405,2410,2415,2445,2450,2455,2460,2465,2500,2505,2510,2515,2520,2550,2600,2605,2610,2615,2650,Середня чисельність працівників,Клас КВЕД2010,Секція КВЕД2010,Користувач,Версія 0.10.005,Дата та час збереження інформації
,2026-01-01,42751799,Ф1/Ф2,665.64,,,,,,,,,,,,,,,,,,579.38,,,,,46.35,,717.5,43.05,,,,,,,,230.86,,,,,,2551.62,,5547.0,,,,,,,,,2329.74,,,615.61,218.03,,,,,,,,,282.16,518.39,166.73,62.21,,,,,,,,,,,,,2162.39,,,5547.0,5125,,,,,,3280.0,,1845.0,0,,,,,,,,,,,,,820.0,0,,41.0,,133.25,,,,,,,,61.5,,,896.87,0,,,,,,,,,,,,,230.62,,,,,,,,41,46.90,G,mandatory_demo_generator,0.10.005,2026-05-18T12:00:00Z
,2026-01-01,37129163,Ф1/Ф2,683.28,,,,,,,,,,,,,,,,,,593.51,,,,,47.48,,735.0,44.1,,,,,,,,236.49,,,,,,2619.24,,5694.0,,,,,,,,,2391.48,,,630.63,223.35,,,,,,,,,289.04,531.04,170.8,63.72,,,,,,,,,,,,,2219.69,,,5694.0,5250,,,,,,3360.0,,1890.0,0,,,,,,,,,,,,,840.0,0,,42.0,,136.5,,,,,,,,63.0,,,918.75,0,,,,,,,,,,,,,236.25,,,,,,,,42,46.90,G,mandatory_demo_generator,0.10.005,2026-05-18T12:00:00Z
,2026-01-01,45506389,Ф1/Ф2,700.92,,,,,,,,,,,,,,,,,,607.64,,,,,48.61,,752.5,45.15,,,,,,,,242.12,,,,,,2686.86,,5841.0,,,,,,,,,2453.22,,,645.65,228.67,,,,,,,,,295.92,543.68,174.86,65.24,,,,,,,,,,,,,2277.0,,,5841.0,5375,,,,,,3440.0,,1935.0,0,,,,,,,,,,,,,860.0,0,,43.0,,139.75,,,,,,,,64.5,,,940.63,0,,,,,,,,,,,,,241.88,,,,,,,,43,46.90,G,mandatory_demo_generator,0.10.005,2026-05-18T12:00:00Z
,2026-01-01,41403314,Ф1/Ф2,718.56,,,,,,,,,,,,,,,,,,621.77,,,,,49.74,,770.0,46.2,,,,,,,,247.75,,,,,,2754.48,,5988.0,,,,,,,,,2514.96,,,660.66,233.98,,,,,,,,,302.8,556.33,178.93,66.76,,,,,,,,,,,,,2334.31,,,5988.0,5500,,,,,,3520.0,,1980.0,0,,,,,,,,,,,,,880.0,0,,44.0,,143.0,,,,,,,,66.0,,,962.5,0,,,,,,,,,,,,,247.5,,,,,,,,44,46.90,G,mandatory_demo_generator,0.10.005,2026-05-18T12:00:00Z
,2026-01-01,40532173,Ф1/Ф2,736.2,,,,,,,,,,,,,,,,,,635.91,,,,,50.87,,787.5,47.25,,,,,,,,253.38,,,,,,2822.1,,6135.0,,,,,,,,,2576.7,,,675.67,239.3,,,,,,,,,309.68,568.97,182.99,68.28,,,,,,,,,,,,,2391.61,,,6135.0,5625,,,,,,3600.0,,2025.0,0,,,,,,,,,,,,,900.0,0,,45.0,,146.25,,,,,,,,67.5,,,984.37,0,,,,,,,,,,,,,253.12,,,,,,,,45,46.90,G,mandatory_demo_generator,0.10.005,2026-05-18T12:00:00Z
,2026-01-01,30976452,Ф1/Ф2,753.84,,,,,,,,,,,,,,,,,,650.04,,,,,52.0,,805.0,48.3,,,,,,,,259.01,,,,,,2889.72,,6282.0,,,,,,,,,2638.44,,,690.69,244.62,,,,,,,,,316.57,581.61,187.06,69.79,,,,,,,,,,,,,2448.92,,,6282.0,5750,,,,,,3680.0,,2070.0,0,,,,,,,,,,,,,920.0,0,,46.0,,149.5,,,,,,,,69.0,,,1006.25,0,,,,,,,,,,,,,258.75,,,,,,,,46,46.90,G,mandatory_demo_generator,0.10.005,2026-05-18T12:00:00Z
,2026-01-01,32165482,Ф1/Ф2,771.48,,,,,,,,,,,,,,,,,,664.17,,,,,53.13,,822.5,49.35,,,,,,,,264.64,,,,,,2957.34,,6429.0,,,,,,,,,2700.18,,,705.71,249.94,,,,,,,,,323.45,594.26,191.13,71.31,,,,,,,,,,,,,2506.22,,,6429.0,5875,,,,,,3760.0,,2115.0,0,,,,,,,,,,,,,940.0,0,,47.0,,152.75,,,,,,,,70.5,,,1028.13,0,,,,,,,,,,,,,264.38,,,,,,,,47,46.90,G,mandatory_demo_generator,0.10.005,2026-05-18T12:00:00Z
,2026-01-01,40292090,Ф1/Ф2,789.12,,,,,,,,,,,,,,,,,,678.3,,,,,54.26,,840.0,50.4,,,,,,,,270.27,,,,,,3024.96,,6576.0,,,,,,,,,2761.92,,,720.72,255.26,,,,,,,,,330.33,606.9,195.19,72.83,,,,,,,,,,,,,2563.53,,,6576.0,6000,,,,,,3840.0,,2160.0,0,,,,,,,,,,,,,960.0,0,,48.0,,156.0,,,,,,,,72.0,,,1050.0,0,,,,,,,,,,,,,270.0,,,,,,,,48,46.90,G,mandatory_demo_generator,0.10.005,2026-05-18T12:00:00Z
,2026-01-01,45564660,Ф1/Ф2,806.76,,,,,,,,,,,,,,,,,,692.43,,,,,55.39,,857.5,51.45,,,,,,,,275.9,,,,,,3092.58,,6723.0,,,,,,,,,2823.66,,,735.73,260.57,,,,,,,,,337.21,619.54,199.26,74.34,,,,,,,,,,,,,2620.83,,,6723.0,6125,,,,,,3920.0,,2205.0,0,,,,,,,,,,,,,980.0,0,,49.0,,159.25,,,,,,,,73.5,,,1071.87,0,,,,,,,,,,,,,275.62,,,,,,,,49,46.90,G,mandatory_demo_generator,0.10.005,2026-05-18T12:00:00Z
